MARCA,MODELLO,COSTO_KM_15000KM,FRINGE_25,FRINGE_30,FRINGE_50,FRINGE_60,TIPO_ALIMENTAZIONE
FORD,CAPRI 55 KWH 170CV MOD,2024.0,0.4588,688.2,1720.5,2064.6,Elettrico
FORD,CAPRI 82 KWH 286CV MOD,2024.0,0.5113,766.95,1917.38,2300.85,Elettrico
FORD,CAPRI 82 KWH AWD 340CV MOD,2024.0,0.5429,814.35,2035.88,2443.05,Elettrico
FORD,EXPLORER-E 170CV ELETTRICA,0.4547,682.05,1705.13,2046.15,0.0,Elettrico
FORD,EXPLORER-E 286CV ELETTRICA,0.4986,747.9,1869.75,2243.7,0.0,Elettrico
FORD,EXPLORER-E 340CV ELETTRICA,0.5308,796.2,1990.5,2388.6,0.0,Elettrico
FORD,MUSTANG MACH-E 76KWH 269CV,0.5738,860.7,2151.75,2582.1,0.0,Elettrico
FORD,MUSTANG MACH-E 99KWH EXTENDED 290CV,0.6157,923.55,2308.88,2770.65,0.0,Elettrico
FORD,MUSTANG MACH-E 99KWH EXTENDED 350CV,0.6877,1031.55,2578.88,3094.65,0.0,Elettrico
FORD,MUSTANG MACH-E 99KWH EXTENDED 487CV,0.7435,1115.25,2788.13,3345.75,0.0,Elettrico
FORTHING,FRIDAY EV ELETTRICA,0.4781,717.09,1792.71,2151.26,0.0,Elettrico
HONDA,E:NY1 ELETTRICA,0.5552,832.8,2082.0,2498.4,0.0,Elettrico
HONDA,HONDA E 36KW ELETTRICA,0.4302,645.3,1613.25,1935.9,0.0,Elettrico
HONDA,HONDA E ADVANCE 36KW ELETTRICA,0.4507,676.05,1690.13,2028.15,0.0,Elettrico
HYUNDAI,IONIQ 5 228CV 77KWH,0.5459,818.85,2047.13,2456.55,0.0,Elettrico
HYUNDAI,IONIQ 5 RWD 63KWH 170CV MOD,2024.0,0.4667,700.05,1750.13,2100.15,Elettrico
HYUNDAI,IONIQ 6 150CV 53KWH ELETTRICA,0.4947,742.05,1855.13,2226.15,0.0,Elettrico
HYUNDAI,IONIQ 6 230CV 77KWH ELETTRICA,0.5403,810.45,2026.13,2431.35,0.0,Elettrico
HYUNDAI,IONIQ 6 325CV 77KWH ELETTRICA,0.6021,903.15,2257.88,2709.45,0.0,Elettrico
HYUNDAI,KONA EV 135CV ELETTRICA,0.434,651.0,1627.5,1953.0,0.0,Elettrico
HYUNDAI,KONA EV 204CV ELETTRICA,0.455,682.5,1706.25,2047.5,0.0,Elettrico
JAGUAR,I-PACE 2023 EV 90KWH 400CV ELETTRICA,0.8781,1317.15,3292.88,3951.45,0.0,Elettrico
JEEP,AVENGER ELETTRICA,0.4223,633.45,1583.63,1900.35,0.0,Elettrico
KG,MOBILITY KORANDO E- MOTION 207CV,0.4409,661.35,1653.38,1984.05,0.0,Elettrico
KIA,E-NIRO 64KWH ELETTRICA,0.4555,683.25,1708.13,2049.75,0.0,Elettrico
KIA,EV3 58 KWH 204CV MOD,2024.0,0.4248,637.2,1593.0,1911.6,Elettrico
KIA,EV3 81 KWH 204CV MOD,2024.0,0.4522,678.3,1695.75,2034.9,Elettrico
KIA,EV6 77 KWH 228CV MOD,2024.0,0.6382,957.3,2393.25,2871.9,Elettrico
KIA,EV6 AWD ELETTRICA,0.5689,853.35,2133.38,2560.05,0.0,Elettrico
KIA,EV6 AWD GT ELETTRICA,0.6633,994.95,2487.38,2984.85,0.0,Elettrico
KIA,EV6 RWD ELETTRICA,0.545,817.5,2043.75,2452.5,0.0,Elettrico
KIA,EV6 RWD 58KWH ELETTRICA,0.5246,786.9,1967.25,2360.7,0.0,Elettrico
KIA,EV9 DUAL MOTOR AWD 385CV,0.7836,1175.4,2938.5,3526.2,0.0,Elettrico
KIA,EV9 SINGLE MOTOR RWD 204CV,0.732,1098.0,2745.0,3294.0,0.0,Elettrico
LANCIA,YPSILON 51KWH ELETTRICA,0.398,597.0,1492.5,1791.0,0.0,Elettrico
LEAPMOTOR,T03 37KWH 95CV MOD,2024.0,0.2931,439.65,1099.13,1318.95,Elettrico
LEAPMOTOR,C10 70KWH 218CV MOD,2024.0,0.44,660.0,1650.0,1980.0,Elettrico
LEXUS,RZ450E ELETTRICA,0.7079,1061.85,2654.63,3185.55,0.0,Elettrico
LEXUS,UX300E ELETTRICA,0.5718,857.7,2144.25,2573.1,0.0,Elettrico
LOTUS,ELETRE ELETTRICA,0.8954,1343.1,3357.75,4029.3,0.0,Elettrico
LOTUS,EMEYA ELETTRICA,0.9732,1459.83,3649.59,4379.5,0.0,Elettrico
MASERATI,GRANTURISMO FOLGORE ELETTRICA,1.6318,2447.7,6119.25,7343.1,0.0,Elettrico
MASERATI,GRECALE FOLGORE ELETTRICA,1.1011,1651.65,4129.13,4954.95,0.0,Elettrico
MAXUS,MIFA 9 ELETTRICA,0.7977,1196.55,2991.38,3589.65,0.0,Elettrico
MAZDA,MX-30 143CV ELETTRICA,0.4563,684.45,1711.13,2053.35,0.0,Elettrico
MERCEDES,EQA 250+ 70KWH ELETTRICA,0.5607,841.05,2102.63,2523.15,0.0,Elettrico
MERCEDES,EQA 300 2024 4MATIC 66KW ELETTRICA,0.582,873.0,2182.5,2619.0,0.0,Elettrico
MERCEDES,EQA 350 4MATIC 66KW ELETTRICA,0.6044,906.6,2266.5,2719.8,0.0,Elettrico
MERCEDES,EQB 250+ 70KW 150CV ELETTRICA,0.5796,869.4,2173.5,2608.2,0.0,Elettrico
MERCEDES,EQB 300 4MATIC 66KW ELETTRICA,0.6011,901.65,2254.13,2704.95,0.0,Elettrico
MERCEDES,EQB 350 4MATIC 66KW ELETTRICA,0.6198,929.7,2324.25,2789.1,0.0,Elettrico
MERCEDES,EQE 300 COUPÉ ELETTRICA,0.7225,1083.75,2709.38,3251.25,0.0,Elettrico
MERCEDES,EQE 350 COUPÉ ELETTRICA,0.7463,1119.45,2798.63,3358.35,0.0,Elettrico
MERCEDES,EQE 350+ COUPÉ ELETTRICA,0.7724,1158.6,2896.5,3475.8,0.0,Elettrico
MERCEDES,EQE 43 4MATIC AMG ELETTRICA,1.0375,1556.25,3890.63,4668.75,0.0,Elettrico
MERCEDES,EQE 500 4MATIC COUPÉ ELETTRICA,0.8674,1301.1,3252.75,3903.3,0.0,Elettrico
MERCEDES,EQE 53 4MATIC AMG ELETTRICA,1.0815,1622.25,4055.63,4866.75,0.0,Elettrico
MERCEDES,EQE SUV 300 150CV ELETTRICA,0.8311,1246.65,3116.63,3739.95,0.0,Elettrico
MERCEDES,EQE SUV 350 4MATIC 150CV ELETTRICA,0.8923,1338.45,3346.13,4015.35,0.0,Elettrico
MERCEDES,EQE SUV 350+ 150CV ELETTRICA,0.8494,1274.1,3185.25,3822.3,0.0,Elettrico
MERCEDES,EQE SUV 43 4MATIC 184CV ELETTRICA,1.0732,1609.8,4024.5,4829.4,0.0,Elettrico
MERCEDES,EQE SUV 500 4MATIC 184CV ELETTRICA,0.9237,1385.55,3463.88,4156.65,0.0,Elettrico
MERCEDES,EQS 450 4MATIC ELETTRICA,1.1272,1690.8,4227.0,5072.4,0.0,Elettrico
MERCEDES,EQS 450+ ELETTRICA,1.1119,1667.85,4169.63,5003.55,0.0,Elettrico
MERCEDES,EQS 500 4MATIC ELETTRICA,1.1964,1794.6,4486.5,5383.8,0.0,Elettrico
MERCEDES,EQS SUV 450 4MATIC ELETTRICA,1.1595,1739.25,4348.13,5217.75,0.0,Elettrico
MERCEDES,EQS SUV 450+ ELETTRICA,1.1218,1682.7,4206.75,5048.1,0.0,Elettrico
MERCEDES,EQS SUV 580 4MATIC AMG ELETTRICA,1.3407,2011.05,5027.63,6033.15,0.0,Elettrico
MERCEDES,EQT 200 122CV ELETTRICA,0.5426,813.9,2034.75,2441.7,0.0,Elettrico
MERCEDES,EQV 300 LONG 6 POSTI ELETTRICA,0.8563,1284.45,3211.13,3853.35,0.0,Elettrico
MG,MARVEL R ELETTRICA,0.4767,715.05,1787.63,2145.15,0.0,Elettrico
MG,MARVEL R 4WD ELETTRICA,0.5423,813.45,2033.63,2440.35,0.0,Elettrico
MG,MG4 51KW ELETTRICA,0.3827,574.05,1435.13,1722.15,0.0,Elettrico
MG,MG4 64KW ELETTRICA,0.4055,608.25,1520.63,1824.75,0.0,Elettrico
MG,MG4 77KW ELETTRICA,0.4454,668.1,1670.25,2004.3,0.0,Elettrico
MG,"MG5 50,3 KW ELETTRICA",0.413,619.5,1548.75,1858.5,0.0,Elettrico
MG,MG5 61 KW ELETTRICA,0.4437,665.55,1663.88,1996.65,0.0,Elettrico
MG,ZS EV 51KWH,0.413,619.5,1548.75,1858.5,0.0,Elettrico
MG,ZS EV 72KWH,0.4481,672.15,1680.38,2016.45,0.0,Elettrico
MINI,MINI ACEMAN S ELETTRICA,0.4037,605.56,1513.9,1816.68,0.0,Elettrico
MINI,MINI ACEMAN SE ELETTRICA,0.4247,636.98,1592.46,1910.95,0.0,Elettrico
MINI,MINI COOPER E ELETTRICA,0.381,571.5,1428.75,1714.5,0.0,Elettrico
MINI,MINI COOPER SE ELETTRICA,0.4171,625.65,1564.13,1876.95,0.0,Elettrico
MINI,MINI COOPER SE CABRIO ELETTRICA,0.6022,903.3,2258.25,2709.9,0.0,Elettrico
MINI,MINI COUNTRYMAN E ELETTRICA,0.4557,683.55,1708.88,2050.65,0.0,Elettrico
MINI,MINI COUNTRYMAN SE ALL 4 ELETTRICA,0.5017,752.55,1881.38,2257.65,0.0,Elettrico
NISSAN,ARIYA 63 KW ELETTRICA,0.4938,740.7,1851.75,2222.1,0.0,Elettrico
NISSAN,ARIYA 87 KW ELETTRICA,0.565,847.5,2118.75,2542.5,0.0,Elettrico
NISSAN,ARIYA 87 KW 4WD ELETTRICA,0.5942,891.3,2228.25,2673.9,0.0,Elettrico
NISSAN,LEAF 40KW ELETTRICA,0.4069,610.35,1525.88,1831.05,0.0,Elettrico
NISSAN,LEAF 62KW ELETTRICA,0.4663,699.45,1748.63,2098.35,0.0,Elettrico
OPEL,ASTRA-E 156CV ELETTRICA,0.4405,660.75,1651.88,1982.25,0.0,Elettrico
OPEL,CORSA 2019 ELETTRICA,0.394,591.0,1477.5,1773.0,0.0,Elettrico
OPEL,FRONTERA-E ELETTRICA,0.3924,588.61,1471.53,1765.84,0.0,Elettrico
OPEL,MOKKA-E ELETTRICA,0.442,663.0,1657.5,1989.0,0.0,Elettrico
OPEL,ZAFIRA E-LIFE 75KWH ELETTRICA,0.5659,848.85,2122.13,2546.55,0.0,Elettrico
PEUGEOT,E-2008 ELETTRICA 100KW,0.4437,665.55,1663.88,1996.65,0.0,Elettrico
PEUGEOT,E-208 ELETTRICA 100KW GT,0.4418,662.7,1656.75,1988.1,0.0,Elettrico
PEUGEOT,E-208 ELETTRICA 100KW 136CV,0.4107,616.05,1540.13,1848.15,0.0,Elettrico
PEUGEOT,E-3008 210CV ELETTRICA,0.5234,785.1,1962.75,2355.3,0.0,Elettrico
PEUGEOT,E-308 54 KWH MOD 2024 ELETTRICA,0.4404,660.6,1651.5,1981.8,0.0,Elettrico
POLESTAR,POLESTAR 2 69KWH ELETTRICA,0.5553,832.95,2082.38,2498.85,0.0,Elettrico
POLESTAR,POLESTAR 2 82KWH ELETTRICA,0.581,871.5,2178.75,2614.5,0.0,Elettrico
POLESTAR,POLESTAR 3 111KW 490CV ELETTRICA,0.8756,1313.4,3283.5,3940.2,0.0,Elettrico
POLESTAR,POLESTAR 3 111KW 520CV ELETTRICA,0.8961,1344.15,3360.38,4032.45,0.0,Elettrico
POLESTAR,POLESTAR 4 LONG RANGE DM ELETTRICA,0.7135,1070.27,2675.68,3210.82,0.0,Elettrico
POLESTAR,POLESTAR 4 LONG RANGE SM ELETTRICA,0.6645,996.81,2492.01,2990.42,0.0,Elettrico
PORSCHE,MACAN 4 EV ELETTRICA,0.8431,1264.65,3161.63,3793.95,0.0,Elettrico
PORSCHE,MACAN TURBO ELETTRICA,1.0686,1602.9,4007.25,4808.7,0.0,Elettrico
PORSCHE,TAYCAN ELETTRICA,0.9286,1392.9,3482.25,4178.7,0.0,Elettrico
PORSCHE,TAYCAN 4S ELETTRICA,1.0603,1590.45,3976.13,4771.35,0.0,Elettrico
PORSCHE,TAYCAN 4S CROSS ELETTRICA,1.0823,1623.45,4058.63,4870.35,0.0,Elettrico
PORSCHE,TAYCAN TURBO ELETTRICA,1.4172,2125.8,5314.5,6377.4,0.0,Elettrico
PORSCHE,TAYCAN TURBO CROSS ELETTRICA,1.4174,2126.1,5315.25,6378.3,0.0,Elettrico
PORSCHE,TAYCAN TURBO S ELETTRICA,1.6577,2486.55,6216.38,7459.65,0.0,Elettrico
PORSCHE,TAYCAN TURBO S CROSS ELETTRICA,1.6723,2508.45,6271.13,7525.35,0.0,Elettrico
RENAULT,MEGANE E-TECH EV60 130CV ELETTRICA,0.4487,673.05,1682.63,2019.15,0.0,Elettrico
RENAULT,MEGANE E-TECH EV60 220CV ELETTRICA,0.4536,680.4,1701.0,2041.2,0.0,Elettrico
